Trial Number,Sentence Duration,Time To Response Start,Time to Response End,Talker,Active Channels,Subject Responses / Target Sentences,Words Correct,Total Words
1,2.5615,7.3667,14.9902,TA,03_04_06_08_,than OTHERS,1,5
,,,,,,PILLS DO LESS GOOD OTHERS,,
2,2.2755,9.2742,18.0339,AW,03_06_07_09_,into the ? FENCE,1,5
,,,,,,HOG CRAWLED UNDER HIGH FENCE,,
3,2.6119,7.656,21.3996,AW,06_07_08_09_,BACK of the wheelCHAIR,2,5
,,,,,,JACKET HUNG BACK WIDE CHAIR,,
4,2.4047,7.8683,18.4998,AW,02_03_05_09_,the       CUT ACROSS the FIELD,3,5
,,,,,,SMALL CREEK CUT ACROSS FIELD,,
5,2.6818,6.503,12.5027,TA,04_06_07_09_,RAINY DAYS,2,5
,,,,,,TIGHT CURLS LIMP RAINY DAYS,,
6,2.5216,7.238,13.4775,TA,02_05_06_07_,WIDE RIVER,2,5
,,,,,,WATCH LOG FLOAT WIDE RIVER,,
7,3.0733,0,14.8495,AW,01_03_05_08_,,0,5
,,,,,,SNOWED RAINED HAILED SAME MORNING,,
8,2.1005,0,10.978,TA,02_06_07_08_,,0,5
,,,,,,JUMP FENCE HURRY UP BANK,,
9,2.4283,12.7292,23.5769,TA,04_05_06_07_,carrot,0,5
,,,,,,RED TAPE BOUND SMUGGLED FOOD,,
10,2.4732,7.9225,17.4827,TA,01_02_04_09_,THERE was a ,1,5
,,,,,,THERE SOUND DRY LEAVES OUTSIDE,,
11,2.2346,7.6114,16.2593,AW,03_05_06_08_,the     BEGAN to,1,5
,,,,,,PIPE BEGAN RUST WHILE NEW,,
12,2.7656,7.3801,12.3164,TA,05_06_07_09_,she DANCED,1,5
,,,,,,DANCED LIKE SWAN TALL GRACEFUL,,
13,2.8842,13.2147,24.2701,AW,03_05_08_09_,the        CHEESE         with AGE,2,5
,,,,,,RIPE TASTE CHEESE IMPROVES AGE,,
14,2.3858,6.6256,18.473,AW,03_05_07_09_,brought FRIENDS to,1,5
,,,,,,THIEVES ROB FRIENDS DESERVE JAIL,,
15,2.4905,10.2104,23.6102,TA,01_03_05_08_,the FRUIT of a FIG TREE,3,5
,,,,,,FRUIT FIG TREE APPLE SHAPED,,
16,2.0973,8.9906,16.0705,TA,01_03_07_08_,the     came before,0,5
,,,,,,TONGS LAY BESIDE ICE PAIL,,
17,2.6918,0,7.1041,AW,01_02_03_05_,,0,5
,,,,,,GLUE SHEET DARK BLUE BACKGROUND,,
18,2.8115,12.723,21.0348,TA,03_05_07_09_,BROWN is TASTY,2,5
,,,,,,TEA SERVED BROWN JUG TASTY,,
19,2.5006,8.9186,13.7426,TA,01_02_05_07_,here,0,5
,,,,,,TORN SCRAPS LITTERED STONE FLOOR,,
20,2.5308,10.2003,12.0404,TA,02_03_04_06_,the,0,5
,,,,,,WRECK OCCURRED BANK MAIN STREET,,
21,2.5616,8.8524,13.4682,TA,02_03_05_07_,you could,0,5
,,,,,,TOOK AXE SAW TO FOREST,,
22,2.2883,10.1138,16.3934,TA,01_02_03_06_,into view,0,5
,,,,,,FIGHT END JUST SIX MINUTES,,
23,2.4303,6.3905,21.7185,TA,03_05_06_08_,STRETCHED for MILES AROUND,3,5
,,,,,,GRAY PAINT STRETCHED MILES AROUND,,
24,2.2242,6.4602,10.6362,AW,01_02_03_06_,WELL,1,5
,,,,,,IT EASY TELL DEPTH WELL,,
25,2.6949,10.3952,15.459,TA,02_04_05_06_,went BACK,1,5
,,,,,,FLOATED RAFT SUN WHITE BACK,,
26,2.5802,9.3993,15.391,TA,04_05_07_08_,the RUINS,1,5
,,,,,,NINE MEN HIRED DIG RUINS,,
27,2.5859,6.9611,17.1766,TA,05_06_07_08_,on the rise,0,5
,,,,,,CLOUD DUST STUNG TENDER EYES,,
28,1.7675,12.0668,19.0989,AW,01_04_05_09_,WHAT      rules of LIVING,2,5
,,,,,,WHAT JOY THERE IS LIVING,,
29,2.3381,6.2034,23.2274,TA,01_04_05_08_,the BROWN HOUSE was ON FIRE    wind,4,5
,,,,,,BROWN HOUSE ON FIRE ATTIC,,
30,2.5116,7.9977,28.2296,TA,01_04_05_09_,terrible lasagna,0,5
,,,,,,LURE USED CATCH TROUT FLOUNDER,,
31,2.2521,8.866,14.4656,TA,01_03_04_06_,i know it,0,5
,,,,,,YOUNG CHILD NOT SUFFER FRIGHT,,
32,2.2172,6.7755,12.567,TA,02_05_06_09_,stopped raining,0,5
,,,,,,BIRCH LOOKED STARK WHITE LONESOME,,
33,3.0808,9.8699,19.7345,TA,02_04_07_08_,he agreed      something MILD,1,5
,,,,,,ISLANDS SEA BREEZE SOFT MILD,,
34,2.2054,6.2223,11.1984,AW,02_06_07_09_,tonight,0,5
,,,,,,ALWAYS CLOSE BARN DOOR TIGHT,,
35,2.9307,10.6516,18.0992,TA,03_04_07_09_,to the bones,0,5
,,,,,,CARRY PAIL WALL SPILL THERE,,
36,2.6854,11.8551,32.2623,AW,01_03_04_05_,globe moved around   fruit bowl,0,5
,,,,,,GLOW DEEPENED EYES SWEET GIRL,,
37,2.571,0,13.3381,AW,01_02_03_08_,,0,5
,,,,,,RICE OFTEN SERVED ROUND BOWLS,,
38,2.2986,0,5.0906,TA,02_03_04_05_,,0,5
,,,,,,NEED GRAIN KEEP MULES HEALTHY,,
39,2.0734,11.2274,27.3472,AW,02_05_08_09_,LARGE courts,1,5
,,,,,,CUT PIE INTO LARGE PARTS,,
40,1.8672,0,11.0126,TA,02_03_06_08_,,0,5
,,,,,,RAKE RUBBISH UP BURN IT,,
41,3.1265,9.8916,16.5871,AW,02_03_07_09_,like to LEAVE,1,5
,,,,,,THOSE WORDS CUE ACTOR LEAVE,,
42,2.3052,0,8.8035,AW,03_06_07_08_,,0,5
,,,,,,ACT THESE ORDERS GREAT SPEED,,
43,2.077,9.0429,21.6187,TA,01_02_05_09_,the Dr.   with THESE PILLS,3,5
,,,,,,DOCTOR CURED HIM THESE PILLS,,
44,2.059,9.1453,14.7289,TA,01_05_07_09_,the FLY,1,5
,,,,,,FLY MADE WAY ALONG WALL,,
45,2.6646,7.5493,21.1891,TA,01_02_05_06_,CLEAR and BRIGHT room,2,5
,,,,,,SKY MORNING CLEAR BRIGHT BLUE,,
46,2.7024,0,8.908,TA,02_03_04_05_,,0,5
,,,,,,DOORKNOB MADE BRIGHT CLEAN BRASS,,
47,2.2426,8.8726,16.7843,TA,01_02_07_09_,she                      win,0,5
,,,,,,FAIRY TALES SHOULD FUN WRITE,,
48,2.2322,8.2103,16.994,TA,02_03_07_09_,eighty degrees,0,5
,,,,,,PINK CLOUDS FLOATED WITH BREEZE,,
49,2.854,5.2629,17.9665,AW,04_05_06_07_,LEAVES TURN BROWN and YELLOW in the FALL,5,5
,,,,,,LEAVES TURN BROWN YELLOW FALL,,
50,2.5163,0,12.8697,AW,02_05_07_08_,,0,5
,,,,,,CIGAR BURNED HOLE DESK TOP,,
51,2.0492,8.0215,12.6211,TA,01_02_03_04_,pool,0,5
,,,,,,DROP TWO WHEN ADD FIGURES,,
52,2.718,10.1217,17.1453,TA,03_06_07_08_,turns,0,5
,,,,,,MUTE MUFFLED HIGH TONES HORN,,
53,2.6919,9.8765,22.7239,AW,02_04_07_08_,big yellow RING,1,5
,,,,,,PEARL WORN THIN SILVER RING,,
54,2.1517,9.8699,20.9015,AW,02_05_07_08_,TRIED      HIS CASE,3,5
,,,,,,LAWYER TRIED LOSE HIS CASE,,
55,2.6373,0,9.7363,TA,02_04_08_09_,,0,5
,,,,,,LEAD WORLD MORE SOUND FURY,,
56,2.6365,8.7057,24.7133,AW,01_04_08_09_,smooth STONE OVER the FENCE,3,5
,,,,,,LIFT SQUARE STONE OVER FENCE,,
57,2.165,0,12.2669,AW,02_03_04_06_,,0,5
,,,,,,CUP SUGAR MAKES SWEET FUDGE,,
58,2.9253,7.3651,15.6527,AW,01_02_05_07_,the     HUGE RIVER,2,5
