Trial Number,Sentence Duration,Time To Response Start,Time to Response End,Talker,Active Channels,Subject Responses / Target Sentences,Words Correct,Total Words
1,2.7086,3.3407,9.2522,AW,01_02_05_06_,a LARGE SIZE of stocking is HARD to SELL,,5
,,,,,,LARGE SIZE STOCKINGS HARD SELL,,
2,2.2382,2.5083,8.3749,AW,01_05_07_08_,let the ? eat his DIRTY FACE,,5
,,,,,,WIPE GREASE OFF DIRTY FACE,,
3,2.5615,3.5358,10.0552,TA,02_04_06_07_,these tusks DO LESS ? than OTHERS,,5
,,,,,,PILLS DO LESS GOOD OTHERS,,
4,2.2755,2.8463,8.3258,AW,02_03_04_08_,the dog CRAWLED over the HIGH FENCE,,5
,,,,,,HOG CRAWLED UNDER HIGH FENCE,,
5,2.6926,2.3091,8.1355,TA,01_03_05_07_,the JACKET HUNG on the BACK of the WIDE CHAIR,,5
,,,,,,JACKET HUNG BACK WIDE CHAIR,,
6,2.4047,2.5992,8.8256,AW,03_06_07_08_,a SMALL CREEK CUT ACROSS the FIELD,,5
,,,,,,SMALL CREEK CUT ACROSS FIELD,,
7,2.6115,2.9129,9.3073,AW,02_05_07_08_,the cook ? and SPILLED ITS CONTENTS,,5
,,,,,,CUP CRACKED SPILLED ITS CONTENTS,,
8,2.4798,2.8999,10.8771,AW,02_05_07_08_,the shelf was a ? FROM the VERY START,,5
,,,,,,SHOW FLOP FROM VERY START,,
9,3.0733,3.6373,10.9005,AW,01_04_06_07_,it SNOWED HAILED and RAINED the SAME MORNING,,5
,,,,,,SNOWED RAINED HAILED SAME MORNING,,
10,2.1005,3.5807,8.2444,TA,02_03_05_06_,? the sense at the BANK,,5
,,,,,,JUMP FENCE HURRY UP BANK,,
11,2.4283,3.0667,7.0822,TA,03_05_07_08_,the RED bank ??,,5
,,,,,,RED TAPE BOUND SMUGGLED FOOD,,
12,2.4732,3.0516,8.2753,TA,01_05_06_08_,it was the SOUND of DRY LEAVES OUTSIDE,,5
,,,,,,THERE SOUND DRY LEAVES OUTSIDE,,
13,2.2346,3.0773,8.5008,AW,01_05_06_08_,the PIPE BEGAN to rest ??,,5
,,,,,,PIPE BEGAN RUST WHILE NEW,,
