Trial Number,Sentence Duration,Time To Response Start,Time to Response End,Talker,Active Channels,Subject Responses / Target Sentences,Words Correct,Total Words
1,2.9844,4.0315,10.1019,TA,01_03_05_06_,flashed the ? into FINE RIBBONS,,5
,,,,,,SLASH GOLD CLOTH FINE RIBBONS,,
2,2.3771,2.9076,8.4671,AW,02_03_06_08_,the WIDE ROAD ? in the HOT SUN,,5
,,,,,,WIDE ROAD SHIMMERED HOT SUN,,
3,2.1443,3.3605,8.168,AW,02_04_06_07_,a lane bob touches four ?,,5
,,,,,,LAME BACK KEPT SCORE LOW,,
4,2.2689,3.8927,7.4763,AW,01_04_05_06_,?? slam in the sink,,5
,,,,,,TWO BLUE FISH SWAM TANK,,
5,2.8738,3.0826,9.2211,AW,04_05_07_08_,this is a GRAND SEASON for HIKES ON the ROAD,,5
,,,,,,GRAND SEASON HIKES ON ROAD,,
6,1.9089,3.0427,6.4984,TA,01_02_03_04_,the CEMENT DRIED WHEN ?,,5
,,,,,,CEMENT DRIED WHEN MOVED IT,,
7,2.4059,2.8361,10.9599,AW,01_03_05_08_,a whisper quietly HUNG in the AIR,,5
,,,,,,WISP CLOUD HUNG BLUE AIR,,
8,2.2719,3.2668,7.8885,TA,02_03_06_07_,BOTH ? were the SAME SIZE,,5
,,,,,,BOTH BROTHERS WEAR SAME SIZE,,
9,2.2496,2.9833,7.6868,TA,02_03_07_08_,the ? got CHOPPED OFF,,5
,,,,,,PRINCE ORDERED HEAD CHOPPED OFF,,
10,2.25,2.6778,8.9059,AW,01_03_04_07_,the SOFT CUSHIONs BROKE the MANs FALL,,5
,,,,,,SOFT CUSHION BROKE MAN FALL,,
11,1.8909,3.4033,8.6425,TA,02_04_05_07_,WE ADMIRE and LOVE a GOOD COOK,,5
,,,,,,WE ADMIRE LOVE GOOD COOK,,
12,2.2183,2.6876,8.2116,AW,01_04_06_08_,the BILL was PAID EVERY THIRD WEEK,,5
,,,,,,BILL PAID EVERY THIRD WEEK,,
13,2.8855,3.8532,8.8207,AW,01_05_06_08_,?? the SIZE of the GAS TANK,,5
,,,,,,NOTE CLOSELY SIZE GAS TANK,,
14,2.5318,3.7826,8.9984,AW,01_03_04_05_,a ? HELPS the past ?,,5
,,,,,,POT TEA HELPS PASS EVENING,,
15,2.4054,4.2098,9.7613,TA,01_04_06_08_,? THIS is the BEST grain of CORN,,5
,,,,,,MADAM THIS BEST BRAND CORN,,
16,2.6636,3.7412,8.4849,AW,04_05_06_08_,ready for a ? to the front ?,,5
,,,,,,WRITE FOND NOTE FRIEND CHERISH,,
17,2.7625,3.0366,9.615,TA,01_03_04_06_,the ? BARN FELL with a LOUD CRASH,,5
,,,,,,SHAKY BARN FELL LOUD CRASH,,
18,2.6444,3.9805,12.9318,AW,02_03_06_08_,? the LOG with a QUICK SHARP BLOW,,5
,,,,,,SPLIT LOG QUICK SHARP BLOW,,
19,2.518,5.6908,10.9384,AW,02_03_07_08_,? heat to the ??,,5
,,,,,,BURN PEAT AFTER LOGS OUT,,
20,2.5957,3.6619,9.5012,TA,01_02_06_07_,? TEACH LADIES CHARM and GRACE,,5
,,,,,,SCHOOLS LADIES TEACH CHARM GRACE,,
21,2.8489,3.2868,9.2594,AW,01_03_05_08_,the ? TWISTED and BENT on the HOOK,,5
,,,,,,FISH TWISTED TURNED BENT HOOK,,
22,2.4595,3.5262,8.9017,AW,02_03_04_06_,the straight ? gained BIRTH ?,,5
,,,,,,STRAY CAT GAVE BIRTH KITTENS,,
23,2.5725,3.0072,8.8114,AW,03_05_06_07_,he SAID the SAME PHRASE 30 TIMES,,5
,,,,,,SAID SAME PHRASE THIRTY TIMES,,
24,2.6002,3.0217,8.3576,AW,02_05_06_08_,the BOSS RAN the SHOW with a WATCHFUL EYE,,5
,,,,,,BOSS RAN SHOW WATCHFUL EYE,,
25,2.5842,3.0573,9.2272,AW,01_02_04_06_,the ? of the CAR WOKE the SLEEPING ?,,5
,,,,,,HORN CAR WOKE SLEEPING COP,,
26,2.1495,3.2259,7.8973,TA,05_06_07_08_,??? because he was scared,,5
,,,,,,EVEN WORST BEAT LOW SCORE,,
27,2.4558,3.2844,7.3881,AW,01_03_04_08_,the SALT?? from the SEA,,5
,,,,,,SALT BREEZE CAME ACROSS SEA,,
28,2.4304,2.3516,9.458,TA,01_04_05_08_,he heard the still of the GREAT YOUNG ACTRESS,,5
,,,,,,KNEW SKILL GREAT YOUNG ACTRESS,,
29,2.7825,5.1383,5.139,TA,04_05_06_07_,,,5
,,,,,,COLD DRIZZLE HALT BOND DRIVE,,
30,2.6449,2.6208,9.0392,TA,01_04_06_08_,the SHOWERed DIRT FELL from the HOT PIPES,,5
,,,,,,SHOWER DIRT FELL HOT PIPES,,
31,2.5441,2.9972,9.3704,AW,04_05_07_08_,close and logic are FREE to men,,5
,,,,,,CLOTHES LODGING FREE NEW MAN,,
32,2.3807,3.2397,9.1672,TA,01_02_04_06_,it is HARD to ERASE ? RED INK,,5
,,,,,,HARD ERASE BLUE RED INK,,
33,2.5018,3.5686,9.896,TA,03_04_05_07_,? SEATS are BEST for FOOTBALL FANS,,5
,,,,,,HIGH SEATS BEST FOOTBALL FANS,,
34,2.6961,1.6861,8.6726,AW,01_03_06_07_,a pund of SUGAR COSTS MORE than EGGS,,5
,,,,,,POUND SUGAR COSTS MORE EGGS,,
35,2.9088,1.5796,8.566,AW,02_03_05_07_,a toll raised the stakes in the EARLY game,,5
,,,,,,KING RULED STATE EARLY DAYS,,
36,2.3875,2.999,9.0224,AW,01_04_05_08_,the bull REARED and THREW the TALL RIDER,,5
,,,,,,COLT REARED THREW TALL RIDER,,
37,2.6636,3.6112,9.7545,AW,03_04_07_08_,? is NO SMALL DANGER on a swing,,5
,,,,,,CRAMP NO SMALL DANGER SWIM,,
38,2.5097,3.4638,9.3353,AW,01_04_07_08_,place the vote over YOUR LEFT SHOULDER,,5
,,,,,,HOIST LOAD YOUR LEFT SHOULDER,,
39,2.3366,2.9238,8.9313,TA,02_03_04_07_,the NEW GIRL was hired TODAY at NOON,,5
,,,,,,NEW GIRL FIRED TODAY NOON,,
40,2.0633,2.7577,9.4372,TA,02_03_04_05_,SUNDAY is the BEST PART OF ?,,5
,,,,,,SUNDAY BEST PART OF WEEK,,
