Trial Number,Sentence Duration,Time To Response Start,Time to Response End,Talker,Active Channels,Subject Responses / Target Sentences,Words Correct,Total Words
1,1.9665,2.4109,7.2185,TA,01_02_03_04_05_06_07_08_09_10_11_12_13_14_15_16_17_18_19_20_,WHEN you HEAR the BELL COME QUICKLY,5,5
,,,,,,WHEN HEAR BELL COME QUICKLY,,
2,2.5566,2.4295,8.2159,TA,01_02_03_04_05_06_07_08_09_10_11_12_13_14_15_16_17_18_19_20_,LEAVE NOW and YOU will ARRIVE on TIME,5,5
,,,,,,LEAVE NOW YOU ARRIVE TIME,,
3,2.3322,2.3354,7.418,TA,01_02_03_04_05_06_07_08_09_10_11_12_13_14_15_16_17_18_19_20_,HE SENT tHE BOY on a SHORT ERRAND,5,5
,,,,,,HE SENT BOY SHORT ERRAND,,
4,2.2571,1.3129,5.4595,TA,01_02_03_04_05_06_07_08_09_10_11_12_13_14_15_16_17_18_19_20_,the JOURNEY HOME TOOK a YEAR,4,5
,,,,,,LONG JOURNEY HOME TOOK YEAR,,
5,2.1579,1.2798,5.5065,TA,01_02_03_04_05_06_07_08_09_10_11_12_13_14_15_16_17_18_19_20_,OPEN YOUR BOOK to the FIRST PAGE,5,5
,,,,,,OPEN YOUR BOOK FIRST PAGE,,
6,2.0875,1.2994,7.7978,TA,01_02_03_04_05_06_07_08_09_10_11_12_13_14_15_16_17_18_19_20_,the CORNER STORE was ROBBED LAST NIGHT,5,5
,,,,,,CORNER STORE ROBBED LAST NIGHT,,
7,2.3609,2.4529,9.4474,AW,01_02_03_04_05_06_07_08_09_10_11_12_13_14_15_16_17_18_19_20_,a THIN BOOK FITS in a SIDE POCKET,5,5
,,,,,,THIN BOOK FITS SIDE POCKET,,
8,1.9937,2.0734,7.5557,TA,01_02_03_04_05_06_07_08_09_10_11_12_13_14_15_16_17_18_19_20_,WILL you PLEASE ANSWER THAT PHONE,5,5
,,,,,,WILL PLEASE ANSWER THAT PHONE,,
9,2.3592,2.4233,8.8976,AW,01_02_03_04_05_06_07_08_09_10_11_12_13_14_15_16_17_18_19_20_,ONE STEP MORE and the BOARD will COLLAPSE,5,5
,,,,,,ONE STEP MORE BOARD COLLAPSE,,
10,2.5901,3.0448,18.3725,AW,01_02_03_04_05_06_07_08_09_10_11_12_13_14_15_16_17_18_19_20_,SEVEN SEALS were STAMPED on GREAT or grid SHEETS,5,5
